,id,reference_space_id,structure_id,x,y,z
723,5680,8,17478,13117,5779,3800
724,3867,5,16791,5232,2240,2300
725,8768,9,17219,9125,6725,5750
726,8300,9,16911,8650,5450,5750
727,8455,10,17022,8700,5675,5640
728,8674,9,17158,10825,5825,7725
729,3906,5,17418,7120,3584,2340
730,3918,5,17653,8192,3888,2700
731,211,1,17478,4800,3952,1060
732,1670,4,15750,4640,2192,2560
733,2927,3,17182,6784,3584,3360
734,2758,4,17022,7248,2608,3660
735,5469,8,17223,11525,5897,3725
736,9096,9,17417,12150,4875,5925
737,9192,9,17475,11150,7325,5725
738,4083,7,16502,7806,4975,4850
739,5365,8,17094,12229,5294,2625
740,212,1,17500,4560,3984,1340
741,898,2,16811,6704,1824,3240
742,4149,7,17380,10654,6466,4375
743,47,1,16247,3600,1728,1240
744,360,1,126651886,4288,2592,1320
745,169,1,16967,4080,1776,1220
746,4008,6,17182,7388,5109,3420
747,4138,7,17250,9632,6248,4300
748,8885,10,17289,9675,7075,5640
749,71,1,16353,3440,1392,1240
750,8109,10,16791,9025,4350,4840
751,4054,7,15666,7287,6550,4475
752,22,1,15666,3552,2208,1300
753,2763,3,17025,7088,2912,2560
754,9299,10,17537,11600,7250,5665
755,40,1,16212,3264,1904,1120
756,2171,3,16377,5440,1360,3740
757,4042,6,17692,10420,5511,3500
758,170,1,17022,4064,1696,1400
759,5574,8,17351,10772,7237,5200
760,8310,9,16919,11525,3550,8375
761,4101,7,16753,9951,2798,4725
762,3401,3,17653,9664,3840,3240
763,4793,8,16382,7421,4238,4100
764,8571,10,17095,10600,5750,3715
765,315,1,126651626,3504,1792,1420
766,6321,10,15666,7225,6775,5115
767,4155,7,17475,11040,7002,4850
768,9199,10,17478,12725,5925,4165
769,394,2,15576,4432,3296,3060
770,2586,4,16805,7264,2016,3680
771,3190,4,17437,7968,4016,3520
772,7310,9,16306,8075,5775,5750
773,191,1,17250,4272,2880,1340
774,3987,6,16876,7136,3267,3360
775,8505,10,17053,9500,5375,4815
776,4035,6,17562,9783,5193,3480
777,9450,9,17692,12975,6900,5825
778,661,2,16353,5120,2032,3080
779,6441,10,15736,8300,5850,5665
780,1074,2,17250,6128,3280,3180
781,9197,10,17477,12350,4900,5565
782,3903,5,17380,6656,4064,2660
783,205,1,17417,5088,3664,1280
784,4170,7,17692,12229,6517,4725
785,9093,10,17415,10750,7300,5640
786,2789,3,17053,6896,2976,3460
787,2513,3,16742,7072,2048,3700
788,4090,7,16641,7974,4808,4850
789,4739,8,16311,6383,3652,4525
790,183,1,17157,4576,2448,500
791,1653,3,15736,6592,3952,3560
792,3965,6,16624,6533,3451,3160
793,4303,8,15740,6383,3618,4325
794,1660,4,15740,4928,2128,3300
795,5308,8,17022,9163,5796,5175
796,2764,4,17025,7088,2912,2560
797,55,1,16306,3760,1568,1420
798,172,1,17024,5120,2256,1240
799,5415,8,17155,9214,6332,5175
800,3110,4,17355,7728,3632,2940
801,1307,2,17734,7648,5680,2880
802,4015,6,17289,7538,5562,3840
803,5311,8,17025,10772,5327,3300
804,9385,10,17595,12100,7200,5640
