7875,675,6450
8775,5475,6425
10475,2125,7025
7700,2675,9475
8000,1275,6100
8025,475,6975
9725,2575,10075
7225,4250,7500
6700,4825,9525
9050,1950,9225
3850,3175,6600
10250,5675,6475
4875,3175,8825
9325,3150,7975
11900,3075,8725
11575,3925,7625
8400,3775,10650
5525,1900,8050
8100,4300,10500
9250,2150,7750
7700,575,7425
7825,1275,8800
10675,5325,6700
5250,4575,6300
12100,3275,7750
3525,3675,6075
7500,2300,10125
8900,4575,5875
9150,1950,9875
12825,5125,6500
2100,3525,6825
5125,5675,6025
5225,6575,5925
5050,2500,6425
8225,1950,9175
10225,2000,5950
5825,1775,8550
6550,5700,8425
3925,4300,7900
7950,600,6475
10925,4475,7250
11825,2475,6625
8300,1450,9650
6800,2125,8750
6250,7175,8200
10625,5750,8475
6800,3925,6150
3250,3450,6450
5850,6350,6325
9300,2450,6350
8100,250,6425
7425,3275,8550
9000,2200,9025
9275,3050,6600
11200,3625,7650
10725,4300,6700
12650,4350,6250
5850,3150,5925
9050,4525,7100
5525,5250,6675
9275,2900,9525
2625,5300,7425
4125,2775,7050
3475,3750,5850
3925,2600,7075
6025,5125,9875
5750,5425,9250
6200,4250,6200
10200,5325,7350
3475,3775,5750
6050,5675,5875
10125,5550,6750
2600,3525,5750
8750,4825,7025
6900,5850,6525
7925,700,6925
2200,2725,6900
11275,6100,8025
10275,4450,6550
8100,3925,8875
9125,1825,9325
3425,4300,8400
8050,1250,6425
5775,2525,9225
8250,2025,9100
2950,5225,7200
11225,5650,6750
10400,4050,6200
12150,6700,7050
5900,3900,6275
3525,3525,6675
8350,2750,7700
5800,6400,6125
5375,3800,6150
9050,2125,9075
6775,3950,6100
6725,1000,7650
5950,2925,8825
10725,6600,5725
5525,6175,5775
8775,1625,8175
4150,2425,7950
7550,3975,6125
4425,5825,5875
7675,3575,10475
4325,4025,5875
11600,3900,7500
7575,6150,6250
9250,1400,6375
9275,4075,9350
8300,700,7400
5425,5125,6250
12750,5025,6125
8625,4400,6475
4900,4075,6250
10875,6800,7075
6725,950,7500
12225,5700,7675
9225,1350,6450
11500,4100,6025
6175,2300,8150
5500,2150,9725
7450,2700,6025
3375,3625,7250
10925,5475,8400
8700,5500,5875
10300,4125,6900
8125,2525,6800
10625,4350,6400
9075,2100,9650
10200,5925,7150
6375,2450,8250
8625,4875,5925
3025,2750,5925
8400,400,7425
5825,750,7600
7325,6525,8950
7700,3975,8375
5500,3675,5975
9000,2375,9375
9400,6150,6200
9250,875,8450
1925,2650,6700
9625,2475,9000
6500,2825,7525
5300,5475,7200
7750,1150,5850
9075,2150,9625
6100,2325,7825
9625,2700,10000
8550,4625,5850
5800,2325,7800
2650,5325,6925
11350,6125,6075
6525,6300,8525
12675,5250,6275
7725,750,7350
6125,6900,7800
4425,2675,7750
9550,5300,6575
8450,2275,9925
6975,5975,6050
12425,5575,5950
6575,4275,7925
5975,6650,7100
9675,4475,7000
5725,6275,9050
7925,4725,10275
12800,5125,6550
5150,5775,6350
6900,3625,6625
6825,6000,8975
6625,5325,7725
12300,5150,6500
2075,2725,6900
9450,2600,9875
8275,1100,7325
5975,3750,6275
9750,4650,6025
8975,1175,8325
10625,6400,5750
8075,3500,8725
4875,4425,9000
5575,3025,5800
5450,1675,8100
9975,6775,6775
6250,6925,6250
3650,3900,7150
6900,6825,6725
3650,5150,8575
5525,3575,8300
6175,4500,10275
6025,3400,10025
11325,5025,8250
7875,2925,6000
8375,300,6950
8175,5325,6400
4325,6125,7100
10300,2100,9025
4825,4450,9150
12925,2900,6300
3725,4950,8350
4100,2025,8075
7825,4750,10125
6825,1350,7375
9200,1600,9525
10875,4700,8000
6525,5925,6950
8400,5675,7425
9600,5475,6625
7725,975,6900
11600,2300,6750
12000,7075,6075
4425,5850,5875
10250,5650,7775
7000,4300,7575
12350,2125,6550
8975,1350,8250
